image_path,label,split
images/ISIC_0033358_original.jpg,0,0
images/ISIC_0033358_flipped.jpg,0,0
images/ISIC_0024511_original.jpg,0,0
images/ISIC_0024511_flipped.jpg,0,0
images/ISIC_0031286_original.jpg,0,0
images/ISIC_0031286_flipped.jpg,0,0
images/ISIC_0027678_original.jpg,0,0
images/ISIC_0027678_flipped.jpg,0,0
images/ISIC_0030242_original.jpg,0,0
images/ISIC_0030242_flipped.jpg,0,0
images/ISIC_0026626_original.jpg,0,0
images/ISIC_0026626_flipped.jpg,0,0
images/ISIC_0031672_original.jpg,0,0
images/ISIC_0031672_flipped.jpg,0,0
images/ISIC_0024463_original.jpg,0,0
images/ISIC_0024463_flipped.jpg,0,0
images/ISIC_0025350_original.jpg,0,0
images/ISIC_0025350_flipped.jpg,0,0
images/ISIC_0025953_original.jpg,0,0
images/ISIC_0025953_flipped.jpg,0,0
images/ISIC_0024913_original.jpg,0,0
images/ISIC_0024913_flipped.jpg,0,0
images/ISIC_0027334_original.jpg,0,0
images/ISIC_0027334_flipped.jpg,0,0
images/ISIC_0030730_original.jpg,0,0
images/ISIC_0030730_flipped.jpg,0,0
images/ISIC_0027550_original.jpg,0,0
images/ISIC_0027550_flipped.jpg,0,0
images/ISIC_0031692_original.jpg,0,0
images/ISIC_0031692_flipped.jpg,0,0
images/ISIC_0026575_original.jpg,0,0
images/ISIC_0026575_flipped.jpg,0,0
images/ISIC_0026411_original.jpg,0,0
images/ISIC_0026411_flipped.jpg,0,0
images/ISIC_0031430_original.jpg,0,0
images/ISIC_0031430_flipped.jpg,0,0
images/ISIC_0031738_original.jpg,0,0
images/ISIC_0031738_flipped.jpg,0,0
images/ISIC_0031570_original.jpg,0,0
images/ISIC_0031570_flipped.jpg,0,0
images/ISIC_0029715_original.jpg,0,0
images/ISIC_0029715_flipped.jpg,0,0
images/ISIC_0029041_original.jpg,0,0
images/ISIC_0029041_flipped.jpg,0,0
images/ISIC_0025637_original.jpg,0,0
images/ISIC_0025637_flipped.jpg,0,0
images/ISIC_0026100_original.jpg,0,0
images/ISIC_0026100_flipped.jpg,0,0
images/ISIC_0032014_original.jpg,0,0
images/ISIC_0032014_flipped.jpg,0,0
images/ISIC_0031659_original.jpg,0,0
images/ISIC_0031659_flipped.jpg,0,0
images/ISIC_0026702_original.jpg,0,0
images/ISIC_0026702_flipped.jpg,0,0
images/ISIC_0027562_original.jpg,0,0
images/ISIC_0027562_flipped.jpg,0,0
images/ISIC_0025331_original.jpg,0,0
images/ISIC_0025331_flipped.jpg,0,0
images/ISIC_0032135_original.jpg,0,0
images/ISIC_0032135_flipped.jpg,0,0
images/ISIC_0024654_original.jpg,0,0
images/ISIC_0024654_flipped.jpg,0,0
images/ISIC_0027536_original.jpg,0,0
images/ISIC_0027536_flipped.jpg,0,0
images/ISIC_0026625_original.jpg,0,0
images/ISIC_0026625_flipped.jpg,0,0
images/ISIC_0028795_original.jpg,0,0
images/ISIC_0028795_flipped.jpg,0,0
images/ISIC_0027506_original.jpg,0,0
images/ISIC_0027506_flipped.jpg,0,0
images/ISIC_0032329_original.jpg,0,0
images/ISIC_0032329_flipped.jpg,0,0
images/ISIC_0031609_original.jpg,0,0
images/ISIC_0031609_flipped.jpg,0,0
images/ISIC_0024562_original.jpg,0,0
images/ISIC_0024562_flipped.jpg,0,0
images/ISIC_0031993_original.jpg,0,0
images/ISIC_0031993_flipped.jpg,0,0
images/ISIC_0027580_original.jpg,0,0
images/ISIC_0027580_flipped.jpg,0,0
images/ISIC_0024771_original.jpg,0,0
images/ISIC_0024771_flipped.jpg,0,0
