image_path,label,split
ISIC_0027043.jpg,6,0
ISIC_0031679.jpg,4,0
ISIC_0028718.jpg,6,0
ISIC_0027998.jpg,1,0
ISIC_0026060.jpg,2,0
ISIC_0027563.jpg,5,0
ISIC_0031344.jpg,3,0
ISIC_0032596.jpg,6,0
ISIC_0032867.jpg,5,0
ISIC_0031413.jpg,1,0
ISIC_0032804.jpg,2,0
ISIC_0033005.jpg,3,0
ISIC_0027562.jpg,0,0
ISIC_0027675.jpg,1,0
ISIC_0030956.jpg,5,0
ISIC_0025321.jpg,5,0
ISIC_0025383.jpg,1,0
ISIC_0025883.jpg,2,0
ISIC_0033548.jpg,4,0
ISIC_0029195.jpg,2,0
ISIC_0027102.jpg,6,0
ISIC_0031223.jpg,2,0
ISIC_0031940.jpg,0,0
ISIC_0027058.jpg,1,0
ISIC_0032318.jpg,1,0
ISIC_0032988.jpg,6,0
ISIC_0027550.jpg,0,0
ISIC_0032613.jpg,3,0
ISIC_0031923.jpg,4,0
ISIC_0033254.jpg,5,0
ISIC_0026163.jpg,5,0
ISIC_0025016.jpg,2,0
ISIC_0033810.jpg,3,0
ISIC_0030324.jpg,6,0
ISIC_0024402.jpg,5,0
ISIC_0031876.jpg,2,0
ISIC_0031457.jpg,3,0
ISIC_0025851.jpg,2,0
ISIC_0028847.jpg,6,0
ISIC_0029361.jpg,4,0
ISIC_0033201.jpg,2,0
ISIC_0025250.jpg,5,0
ISIC_0025438.jpg,4,0
ISIC_0026275.jpg,1,0
ISIC_0033422.jpg,3,0
ISIC_0028457.jpg,1,0
ISIC_0024747.jpg,5,0
ISIC_0032206.jpg,0,0
ISIC_0028155.jpg,1,0
ISIC_0031570.jpg,0,0
ISIC_0029899.jpg,1,0
ISIC_0030145.jpg,1,0
ISIC_0025668.jpg,3,0
ISIC_0024947.jpg,2,0
ISIC_0024575.jpg,0,0
ISIC_0024948.jpg,0,0
ISIC_0024725.jpg,4,0
ISIC_0030491.jpg,0,0
ISIC_0028795.jpg,0,0
ISIC_0030694.jpg,4,0
ISIC_0031692.jpg,0,0
ISIC_0032860.jpg,4,0
ISIC_0024419.jpg,4,0
ISIC_0025531.jpg,6,0
ISIC_0030011.jpg,3,0
ISIC_0033554.jpg,3,0
ISIC_0026115.jpg,6,0
ISIC_0026417.jpg,3,0
ISIC_0033692.jpg,4,0
ISIC_0034155.jpg,1,0
ISIC_0032897.jpg,0,0
ISIC_0025075.jpg,2,0
ISIC_0029877.jpg,5,0
ISIC_0030910.jpg,6,0
ISIC_0032468.jpg,3,0
ISIC_0029752.jpg,4,0
ISIC_0028486.jpg,1,0
ISIC_0028334.jpg,4,0
ISIC_0031516.jpg,4,0
ISIC_0028331.jpg,2,0
ISIC_0030606.jpg,5,0
ISIC_0027118.jpg,3,0
ISIC_0031093.jpg,5,0
ISIC_0031738.jpg,0,0
ISIC_0030104.jpg,5,0
ISIC_0025768.jpg,4,0
ISIC_0034315.jpg,2,0
ISIC_0024771.jpg,0,0
ISIC_0032537.jpg,6,0
ISIC_0032203.jpg,0,0
ISIC_0031597.jpg,1,0
ISIC_0025504.jpg,3,0
ISIC_0025331.jpg,0,0
ISIC_0032538.jpg,5,0
ISIC_0026522.jpg,0,0
ISIC_0031410.jpg,6,0
ISIC_0029269.jpg,4,0
ISIC_0033020.jpg,1,0
ISIC_0028059.jpg,1,0
ISIC_0031422.jpg,4,0
ISIC_0028372.jpg,0,0
ISIC_0028662.jpg,2,0
ISIC_0030951.jpg,6,0
ISIC_0032408.jpg,6,0
ISIC_0029404.jpg,5,0
ISIC_0032773.jpg,2,0
ISIC_0033874.jpg,6,0
ISIC_0027598.jpg,3,0
ISIC_0025659.jpg,2,0
ISIC_0028880.jpg,3,0
ISIC_0029041.jpg,0,0
ISIC_0029052.jpg,3,0
ISIC_0030487.jpg,0,0
ISIC_0026473.jpg,3,0
ISIC_0025596.jpg,5,0
ISIC_0030107.jpg,6,0
ISIC_0027254.jpg,0,0
ISIC_0031138.jpg,2,0
ISIC_0030618.jpg,4,0
ISIC_0029014.jpg,2,0
ISIC_0032014.jpg,0,0
ISIC_0026343.jpg,1,0
ISIC_0030122.jpg,6,0
ISIC_0026044.jpg,2,0
ISIC_0026702.jpg,0,0
ISIC_0032808.jpg,1,0
ISIC_0026853.jpg,6,0
ISIC_0030757.jpg,3,0
ISIC_0031925.jpg,1,0
ISIC_0028336.jpg,2,0
ISIC_0032333.jpg,4,0
ISIC_0029372.jpg,1,0
ISIC_0029297.jpg,3,0
ISIC_0033123.jpg,5,0
ISIC_0024913.jpg,0,0
ISIC_0024386.jpg,3,0
ISIC_0027303.jpg,0,0
ISIC_0025674.jpg,6,0
ISIC_0029962.jpg,3,0
ISIC_0024333.jpg,6,0
ISIC_0029215.jpg,4,0
ISIC_0032839.jpg,5,0
ISIC_0032726.jpg,6,0
ISIC_0033654.jpg,6,0
ISIC_0027903.jpg,5,0
ISIC_0031672.jpg,0,0
ISIC_0026453.jpg,1,0
ISIC_0029783.jpg,3,0
ISIC_0031989.jpg,2,0
ISIC_0027120.jpg,1,0
ISIC_0026467.jpg,5,0
ISIC_0024318.jpg,3,0
ISIC_0032322.jpg,4,0
ISIC_0030855.jpg,4,0
ISIC_0029050.jpg,4,0
ISIC_0025373.jpg,3,0
ISIC_0025197.jpg,5,0
ISIC_0032545.jpg,5,0
ISIC_0030021.jpg,3,0
ISIC_0029613.jpg,2,0
ISIC_0029665.jpg,4,0
ISIC_0032688.jpg,2,0
ISIC_0031159.jpg,2,0
ISIC_0024936.jpg,4,0
ISIC_0031786.jpg,4,0
ISIC_0026362.jpg,0,0
ISIC_0025644.jpg,1,0
ISIC_0024688.jpg,6,0
ISIC_0030036.jpg,0,0
ISIC_0032425.jpg,6,0
ISIC_0024717.jpg,4,0
ISIC_0032555.jpg,4,0
ISIC_0033169.jpg,2,0
ISIC_0026968.jpg,1,0
ISIC_0027876.jpg,3,0
ISIC_0032866.jpg,5,0
ISIC_0024973.jpg,3,0
ISIC_0033695.jpg,3,0
ISIC_0033891.jpg,3,0
ISIC_0027131.jpg,4,0
ISIC_0030227.jpg,2,0
ISIC_0031398.jpg,4,0
ISIC_0031197.jpg,5,0
ISIC_0028719.jpg,1,0
ISIC_0027960.jpg,2,0
ISIC_0026526.jpg,2,0
ISIC_0030722.jpg,5,0
ISIC_0033120.jpg,6,0
ISIC_0033593.jpg,6,0
ISIC_0025154.jpg,3,0
ISIC_0026593.jpg,1,0
ISIC_0034143.jpg,1,0
ISIC_0033130.jpg,2,0
ISIC_0029578.jpg,3,0
ISIC_0029557.jpg,2,0
ISIC_0025696.jpg,0,0
ISIC_0024582.jpg,1,0
ISIC_0032642.jpg,3,0
ISIC_0028146.jpg,5,0
ISIC_0033662.jpg,6,0
ISIC_0026214.jpg,4,0
ISIC_0031133.jpg,2,0
ISIC_0033626.jpg,3,0
ISIC_0025680.jpg,5,0
ISIC_0025351.jpg,2,0
ISIC_0029552.jpg,4,0
ISIC_0025103.jpg,2,0
ISIC_0025911.jpg,3,0
ISIC_0025954.jpg,3,0
ISIC_0028550.jpg,2,0
ISIC_0027522.jpg,5,0
ISIC_0031286.jpg,0,0
ISIC_0031062.jpg,1,0
ISIC_0029881.jpg,4,0
ISIC_0026653.jpg,4,0
ISIC_0029697.jpg,4,0
ISIC_0029172.jpg,6,0
ISIC_0029029.jpg,2,0
ISIC_0025724.jpg,6,0
ISIC_0029331.jpg,1,0
ISIC_0024867.jpg,5,0
ISIC_0033848.jpg,6,0
ISIC_0032775.jpg,5,0
ISIC_0031563.jpg,4,0
ISIC_0028651.jpg,3,0
ISIC_0030244.jpg,3,0
ISIC_0031572.jpg,4,0
ISIC_0027727.jpg,3,0
ISIC_0024375.jpg,5,0
ISIC_0027451.jpg,2,0
ISIC_0025302.jpg,3,0
ISIC_0025924.jpg,5,0
ISIC_0024785.jpg,4,0
ISIC_0028106.jpg,1,0
ISIC_0029928.jpg,4,0
ISIC_0028197.jpg,1,0
ISIC_0027622.jpg,6,0
ISIC_0033524.jpg,6,0
ISIC_0032777.jpg,1,0
