image_path,label,split
ISIC_0025605_original.jpg,akiec,0
ISIC_0025605_flipped.jpg,akiec,0
ISIC_0028659_original.jpg,akiec,0
ISIC_0028659_flipped.jpg,akiec,0
ISIC_0024763_original.jpg,akiec,0
ISIC_0024763_flipped.jpg,akiec,0
ISIC_0026720_original.jpg,akiec,0
ISIC_0026720_flipped.jpg,akiec,0
ISIC_0026492_original.jpg,akiec,0
ISIC_0026492_flipped.jpg,akiec,0
ISIC_0025247_original.jpg,akiec,0
ISIC_0025247_flipped.jpg,akiec,0
ISIC_0026857_original.jpg,akiec,0
ISIC_0026857_flipped.jpg,akiec,0
ISIC_0026645_original.jpg,akiec,0
ISIC_0026645_flipped.jpg,akiec,0
ISIC_0031738_original.jpg,akiec,0
ISIC_0031738_flipped.jpg,akiec,0
ISIC_0026848_original.jpg,akiec,0
ISIC_0026848_flipped.jpg,akiec,0
ISIC_0024463_original.jpg,akiec,0
ISIC_0024463_flipped.jpg,akiec,0
ISIC_0027930_original.jpg,akiec,0
ISIC_0027930_flipped.jpg,akiec,0
ISIC_0030133_original.jpg,akiec,0
ISIC_0030133_flipped.jpg,akiec,0
ISIC_0029915_original.jpg,akiec,0
ISIC_0029915_flipped.jpg,akiec,0
ISIC_0026927_original.jpg,akiec,0
ISIC_0026927_flipped.jpg,akiec,0
ISIC_0024372_original.jpg,akiec,0
ISIC_0024372_flipped.jpg,akiec,0
ISIC_0030076_original.jpg,akiec,0
ISIC_0030076_flipped.jpg,akiec,0
ISIC_0028763_original.jpg,akiec,0
ISIC_0028763_flipped.jpg,akiec,0
ISIC_0028499_original.jpg,akiec,0
ISIC_0028499_flipped.jpg,akiec,0
ISIC_0030191_original.jpg,akiec,0
ISIC_0030191_flipped.jpg,akiec,0
ISIC_0024418_original.jpg,akiec,0
ISIC_0024418_flipped.jpg,akiec,0
ISIC_0030714_original.jpg,akiec,0
ISIC_0030714_flipped.jpg,akiec,0
ISIC_0026765_original.jpg,akiec,0
ISIC_0026765_flipped.jpg,akiec,0
ISIC_0025130_original.jpg,akiec,0
ISIC_0025130_flipped.jpg,akiec,0
ISIC_0024843_original.jpg,akiec,0
ISIC_0024843_flipped.jpg,akiec,0
ISIC_0027231_original.jpg,akiec,0
ISIC_0027231_flipped.jpg,akiec,0
ISIC_0025831_original.jpg,akiec,0
ISIC_0025831_flipped.jpg,akiec,0
ISIC_0025948_original.jpg,akiec,0
ISIC_0025948_flipped.jpg,akiec,0
ISIC_0025029_original.jpg,akiec,0
ISIC_0025029_flipped.jpg,akiec,0
ISIC_0026203_original.jpg,akiec,0
ISIC_0026203_flipped.jpg,akiec,0
ISIC_0025803_original.jpg,akiec,0
